Data;Documento;Historico;Classificacao;CentroCusto;Tipo;Valor;SaldoFinal;SinalSaldo
04/01/2024;RESGATE;Transferência para conta [14300-4] R ESGATE TRUST DI;FECD001.1.3.01.01;5001;DESPESA;12000.00;171134.10;C
04/01/2024;RESGATE;Transferência para conta [14300-4] R ESGATE TRUST DI;FECD001.1.3.01.01;5001;DESPESA;2340.00;168794.10;C
04/01/2024;RESGATE;Transferência para conta [14300-4] R ESGATE TRUST DI;FECD001.1.3.01.01;5001;DESPESA;500.00;168294.10;C
05/01/2024;RESGATE;Transferência para conta [14300-4] R ESGATE TRUST DI;FECD001.1.3.01.01;5001;DESPESA;17000.00;151294.10;C
05/01/2024;RESGATE;Transferência para conta [14300-4]RE SGATE TRUST DI;FECD001.1.3.01.01;5001;DESPESA;11000.00;140294.10;C
08/01/2024;RESGATE;Transferência para conta [14300-4] R ESGATE TRUST DI;FECD001.1.3.01.01;5001;DESPESA;3500.00;136794.10;C
11/01/2024;APLICAÇÃO;Transferência da conta [14300-4] APL ICAÇÃO TRUST DI;FECD001.1.3.01.01;5001;RECEITA;200000.00;336794.10;C
19/01/2024;RESGATE;Transferência para conta [14300-4] R ESGATE TRUST DI;FECD001.1.3.01.01;5001;DESPESA;1000.00;335794.10;C
23/01/2024;RESGATE;Transferência para conta [14300-4] R ESGATE TRUST DI;FECD001.1.3.01.01;5001;DESPESA;6000.00;329794.10;C
24/01/2024;RESGATE;Transferência para conta [14300-4] R ESGATE TRUST DI;FECD001.1.3.01.01;5001;DESPESA;2500.00;327294.10;C
25/01/2024;RESGATE;Transferência para conta [14300-4] R ESGATE TRUST DI;FECD001.1.3.01.01;5001;DESPESA;1100.00;326194.10;C
26/01/2024;RESGATE;Transferência para conta [14300-4] R ESGATE TRUST DI;FECD001.1.3.01.01;5001;DESPESA;15671.21;310522.89;C
26/01/2024;RESGATE;Transferência para conta [14300-4] R ESGATE TRUST DI;FECD001.1.3.01.01;5001;DESPESA;21954.50;288568.39;C
