Data;Documento;Historico;Classificacao;CentroCusto;Tipo;Valor;SaldoFinal;SinalSaldo
08/01/2024;INT RESGATE PREMIUM DI;Transferência para conta [14909-2] -   INT RESGATE PREMIUM DI;TEP002.1.3.01.01;3010;DESPESA;6500.00;60901.56;C
31/01/2024;TRUST DI;RENDIMENTO MENSAL APLICAÇÃO TR UST DI;TEP002.1.3.01.02;3010;RECEITA;310.49;61212.04;C
31/01/2024;TRUST DI;RENDIMENTO MENSAL APLICAÇÃO TR UST DI;TEP001.1.3.01.02;3010;RECEITA;310.49;61522.53;C
28/02/2024;TRUST DI;RENDIMENTO MENSAL APLICAÇÃO TR UST DI;TEP002.1.3.01.02;3010;RECEITA;264.81;61787.33;C
28/02/2024;TRUST DI;RENDIMENTO MENSAL APLICAÇÃO TR UST DI;TEP001.1.3.01.02;3010;RECEITA;264.81;62052.14;C
31/03/2024;TRUST DI;RENDIMENTO MENSAL APLICAÇÃO TR UST DI;TEP001.1.3.01.02;3010;RECEITA;267.25;62319.39;C
31/03/2024;TRUST DI;RENDIMENTO MENSAL APLICAÇÃO TR UST DI;TEP002.1.3.01.02;3010;RECEITA;267.25;62586.65;C
29/04/2024;INT APLICACAO;Transferência da conta [14909-2] - IN T APLICACAO PREMIUM DI;TEP002.1.3.01.01;3010;RECEITA;200000.00;262586.65;C
30/04/2024;TRUST DI;RENDIMENTO MENSAL APLICAÇÃO TR UST DI;TEP001.1.3.01.02;3010;RECEITA;317.26;262903.91;C
30/04/2024;TRUST DI;RENDIMENTO MENSAL APLICAÇÃO TR UST DI;TEP002.1.3.01.02;3010;RECEITA;317.26;263221.17;C
31/05/2024;INT APLICACAO;Transferência da conta [14909-2] - IN T APLICACAO PREMIUM DI;TEP002.1.3.01.01;3010;RECEITA;7664.26;270885.43;C
31/05/2024;TRUST DI;RENDIMENTO MENSAL APLICAÇÃO TR UST DI;TEP002.1.3.01.02;3010;RECEITA;1219.91;272105.34;C
31/05/2024;TRUST DI;RENDIMENTO MENSAL APLICAÇÃO TR UST DI;TEP001.1.3.01.02;3010;RECEITA;1219.91;273325.25;C
04/06/2024;INT RESGATE PREMIUM DI;Transferência para conta [14909-2] - I NT RESGATE PREMIUM DI;TEP002.1.3.01.01;3010;DESPESA;6833.70;266491.55;C
28/06/2024;TRUST DI;RENDIMENTO MENSAL APLICAÇÃO TR UST DI;TEP002.1.3.01.02;3010;RECEITA;1070.48;267562.03;C
28/06/2024;TRUST DI;RENDIMENTO MENSAL APLICAÇÃO TR UST DI;TEP001.1.3.01.02;3010;RECEITA;1070.48;268632.51;C
04/07/2024;INT RESGATE PREMIUM DI;Transferência para conta [14909-2] - I NT RESGATE PREMIUM DI;TEP002.1.3.01.01;3010;DESPESA;6133.70;262498.81;C
