Data;Documento;Historico;Classificacao;CentroCusto;Tipo;Valor;SaldoFinal;SinalSaldo
02/01/2024;20240102001;TAR/CUSTAS COBRANCA;PROJ001.1.1.07.02;1042;DESPESA;7.60;100619.44;C
04/01/2024;20240104003;REND PAGO APLIC AUT MAIS;PROJ001.1.3.01.02;1042;RECEITA;2.74;100622.18;C
04/01/2024;20240104003;REND PAGO APLIC AUT MAIS;PROJ002.1.3.01.02;1042;RECEITA;2.75;100624.93;C
04/01/2024;ISS-12/2023- DNA;Pagamento do título [ISS-12/2023-DN A] de PREFEITURA DA CIDADE DO RI O DE JANEIRO. Obs: PAGAMENTO ISS 12/2023 DNA;PROJ001.1.1.07.07;1042;DESPESA;189.82;100435.11;C
09/01/2024;13023707063 84610;Pagamento do título [1302370706384 610] de MAGAZINE LUIZA SA. Obs: A DIANTAMENTO PARA COMPRA DE AR  CONDICIONADO - DNA;PROJ001.1.2.01.02;1042;DESPESA;3148.90;97286.21;C
09/01/2024;8958 [NF: 000008958];Baixa do título [8958] de TATIANA DE CASTRO ABREU PINTO. Obs: SEQUEN CIAMENTO DE DNA   Tatiana de Castro Abreu Pinto/FAPERJ   PGTO VIA BOLETO  Plataforma de Sequenciamento de DN A - PSEQDNA    FUNDAÇÃO SEM FINS LUCRATIVOS, I SENTA DE RETENÇÃO DE TRIBUTOS F EDERAIS;PROJ002.1.4.01.01;1042;RECEITA;600.00;97886.21;C
09/01/2024;8958 [NF: 000008958];Baixa do título [8958] de TATIANA DE CASTRO ABREU PINTO. Obs: SEQUEN CIAMENTO DE DNA   Tatiana de Castro Abreu Pinto/FAPERJ   PGTO VIA BOLETO  Plataforma de Sequenciamento de DN A - PSEQDNA    FUNDAÇÃO SEM FINS LUCRATIVOS, I SENTA DE RETENÇÃO DE TRIBUTOS F EDERAIS;PROJ001.1.4.01.01;1042;RECEITA;11400.00;109286.21;C
10/01/2024;19200;Pagamento do título [19200] de LIFE  TECHNOLOGIES BRASIL COMERCIO E  INDUSTRIA DE PRODUTOS PARA BIO TECNOLOGIA LTDA. Obs: SERVIÇO C ORRETIVO  REQ 1771210415122023210038244R;PROJ001.1.1.07.14;1042;DESPESA;579.33;108706.88;C
10/01/2024;69039;Pagamento do título [69039] de LIFE  TECHNOLOGIES BRASIL COMERCIO E  INDUSTRIA DE PRODUTOS PARA BIO TECNOLOGIA LTDA. Obs: CONJUNTO  DO BLOCO  INFERIOR 350  REQ 1771210415122023210038244R;PROJ001.1.1.04.12;1042;DESPESA;924.00;107782.88;C
10/01/2024;8957 [NF: 000008957];Baixa do título [8957] de TATIANA DE CASTRO ABREU PINTO. Obs: SEQUEN CIAMENTO DE DNA   Tatiana de Castro Abreu Pinto/FAPERJ   PGTO VIA BOLETO  Plataforma de Sequenciamento de DN A - PSEQDNA    FUNDAÇÃO SEM FINS LUCRATIVOS, I SENTA DE RETENÇÃO DE TRIBUTOS F EDERAIS;PROJ002.1.4.01.01;1042;RECEITA;600.00;108382.88;C
10/01/2024;8957 [NF: 000008957];Baixa do título [8957] de TATIANA DE CASTRO ABREU PINTO. Obs: SEQUEN CIAMENTO DE DNA   Tatiana de Castro Abreu Pinto/FAPERJ   PGTO VIA BOLETO  Plataforma de Sequenciamento de DN A - PSEQDNA    FUNDAÇÃO SEM FINS LUCRATIVOS, I SENTA DE RETENÇÃO DE TRIBUTOS F EDERAIS;PROJ001.1.4.01.01;1042;RECEITA;11400.00;119782.88;C
11/01/2024;20240111003;REND PAGO APLIC AUT MAIS;PROJ001.1.3.01.02;1042;RECEITA;440.17;120223.05;C
11/01/2024;20240111003;REND PAGO APLIC AUT MAIS;PROJ002.1.3.01.02;1042;RECEITA;440.17;120663.22;C
11/01/2024;INT APLICACAO;Transferência para conta [15002-5 A]  - INT APLICACAO TRUST DI;PROJ002.1.3.01.01;1042;DESPESA;100000.00;20663.22;C
17/01/2024;000008856.0 1;Baixa do título [000008856.01] de RIC ARDO COUTINHO. Obs: ANALISE DE S EQUENCIAMENTO DNA  PAGAMENTO VIA BOLETO - DNA VENCIMENTO: 29/11/2023;PROJ002.1.4.01.01;1042;RECEITA;52.50;21713.22;C
17/01/2024;000008856.0 1;Baixa do título [000008856.01] de RIC ARDO COUTINHO. Obs: ANALISE DE S EQUENCIAMENTO DNA  PAGAMENTO VIA BOLETO - DNA VENCIMENTO: 29/11/2023;PROJ001.1.4.01.01;1042;RECEITA;997.50;21660.72;C
18/01/2024;19201;Pagamento do título [19201] de LIFE  TECHNOLOGIES BRASIL COMERCIO E  INDUSTRIA DE PRODUTOS PARA BIO TECNOLOGIA LTDA. Obs: SERVIÇO C ORRETIVO  REQ 1771210415122023210038244R;PROJ001.1.1.07.14;1042;DESPESA;3179.99;18533.23;C
18/01/2024;20240118003;REND PAGO APLIC AUT MAIS;PROJ002.1.3.01.02;1042;RECEITA;1.19;18535.61;C
18/01/2024;20240118003;REND PAGO APLIC AUT MAIS;PROJ001.1.3.01.02;1042;RECEITA;1.19;18534.42;C
30/01/2024;000002939.1 .1;Pagamento do título [000002939.1.1]  de GRANFRIO COMERCIO E CONSERV ACAO DE APARELHOS DE REFRIGERA CAO. Obs: INSTALAÇÃO DE APARELH O AR  CONDICIONADO SPLITS DE 12000 BT US.;PROJ001.1.1.07.01;1042;DESPESA;1670.00;16865.61;C
30/01/2024;20240130003;REND PAGO APLIC AUT MAIS;PROJ002.1.3.01.02;1042;RECEITA;0.11;16865.72;C
