Data;Documento;Historico;Classificacao;CentroCusto;Tipo;Valor;SaldoFinal;SinalSaldo
25/04/2024;INT APL TRUST DI;Transferência da conta [14385-5];GRANT001.1.3.01.01;2023;RECEITA;52635.24;52635.24;C
30/04/2024;REND TRUST DI;RENDIMENTO MENSAL APLICAÇÃO TR UST DI;GRANT001.1.3.01.02;2023;RECEITA;65.25;52700.49;C
29/05/2024;INT RESGATE TRUST DI;Transferência para conta [14385-5];GRANT001.1.3.01.01;2023;DESPESA;6000.00;46700.49;C
31/05/2024;REND TRUST DI;RENDIMENTO MENSAL APLICAÇÃO TR UST DI;GRANT002.1.3.01.02;2023;RECEITA;497.68;47198.17;C
26/06/2024;INT RESGATE;RESGATE;GRANT002.1.3.01.01;2023;DESPESA;5998.67;41199.50;C
28/06/2024;REND TRUST DI;RENDIMENTO MENSAL APLICAÇÃO TR UST DI;GRANT001.1.3.01.02;2023;RECEITA;382.98;41582.48;C
30/07/2024;INT RESGATE TRUST DI;Transferência para conta [14385-5];GRANT001.1.3.01.01;2023;DESPESA;6000.00;35582.48;C
31/07/2024;REND TRUST DI;RENDIMENTO MENSAL APLICAÇÃO TR UST DI;GRANT001.1.3.01.02;2023;RECEITA;404.66;35987.14;C
09/08/2024;INT RESGATE TRUST DI;Transferência para conta [14385-5] - I NT RESGATE TRUST DI;GRANT002.1.3.01.01;2023;DESPESA;8202.16;27784.98;C
31/08/2024;REND TRUST DI;RENDIMENTO MENSAL APLICAÇÃO TR UST DI;GRANT001.1.3.01.02;2023;RECEITA;282.70;28067.68;C
30/09/2024;REND TRUST DI;RENDIMENTO MENSAL APLICAÇÃO TR UST DI;GRANT001.1.3.01.02;2023;RECEITA;239.52;28307.20;C
31/10/2024;REND TRUST DI;RENDIMENTO MENSAL APLICAÇÃO TR UST DI;GRANT001.1.3.01.02;2023;RECEITA;262.40;28569.60;C
30/11/2024;REND TRUST DI;RENDIMENTO MENSAL APLICAÇÃO TR UST DI;GRANT001.1.3.01.02;2023;RECEITA;230.99;28800.59;C
31/12/2024;REND TRUST DI;RENDIMENTO MENSAL APLICAÇÃO TR UST DI;GRANT001.1.3.01.02;2023;RECEITA;238.63;29039.22;C
