Data;Documento;Historico;Classificacao;CentroCusto;Tipo;Valor;SaldoFinal;SinalSaldo
31/01/2024;RENDIMENT O;RENDIMENTO MENSAL APLICAÇÃO;IMP004.50;4001;RECEITA;42.68;5292.76;C
28/02/2024;RENDIMENT O;RENDIMENTO MENSAL APLICAÇÃO;IMP004.50;4001;RECEITA;35.52;5328.28;C
05/03/2024;RESGATE;Transferência para conta [9266-5];IMP004.52;4001;DESPESA;71.00;5257.28;C
31/03/2024;RENDIMENT O;RENDIMENTO MENSAL APLICAÇÃO;IMP004.50;4001;RECEITA;36.58;5293.86;C
05/04/2024;RESGATE;Transferência para conta [9266-5];IMP004.52;4001;DESPESA;71.00;5222.86;C
30/04/2024;RENDIMENT O;RENDIMENTO MENSAL APLICAÇÃO;IMP004.50;4001;RECEITA;38.36;5261.22;C
06/05/2024;RESGATE;Transferência para conta [9266-5];IMP004.52;4001;DESPESA;71.00;5190.22;C
31/05/2024;RENDIMENT O;RENDIMENTO MENSAL APLICAÇÃO;IMP004.50;4001;RECEITA;35.50;5225.72;C
05/06/2024;RESGATE;Transferência para conta [9266-5];IMP004.52;4001;DESPESA;71.00;5154.72;C
30/06/2024;RENDIMENT O;RENDIMENTO MENSAL APLICAÇÃO;IMP004.50;4001;RECEITA;33.59;5188.31;C
02/07/2024;855-RF AUTOM;Transferência para conta [9266-5];IMP004.52;4001;DESPESA;0.02;5188.29;C
05/07/2024;855-RF AUTOM;Transferência para conta [9266-5];IMP004.52;4001;DESPESA;71.00;5117.29;C
31/07/2024;RENDIMENT O;RENDIMENTO MENSAL APLICAÇÃO;IMP004.50;4001;RECEITA;38.42;5155.71;C
02/08/2024;855-RF AUTOM;Transferência para conta [9266-5];IMP004.52;4001;DESPESA;0.02;5155.69;C
05/08/2024;855-RF AUTOM;Transferência para conta [9266-5];IMP004.52;4001;DESPESA;75.50;5080.19;C
31/08/2024;RENDIMENT O;RENDIMENTO MENSAL APLICAÇÃO;IMP004.50;4001;RECEITA;36.59;5116.78;C
05/09/2024;855-RF AUTOM;Transferência para conta [9266-5];IMP004.52;4001;DESPESA;75.50;5041.28;C
23/09/2024;855-RF AUTOM;Transferência para conta [9266-5];IMP004.52;4001;DESPESA;550.00;4491.28;C
30/09/2024;RENDIMENT O;RENDIMENTO MENSAL APLICAÇÃO;IMP004.50;4001;RECEITA;33.85;4525.13;C
07/10/2024;855-RF AUTOM;Transferência para conta [9266-5];IMP004.52;4001;DESPESA;75.50;4449.63;C
31/10/2024;RENDIMENT O;RENDIMENTO MENSAL APLICAÇÃO;IMP004.50;4001;RECEITA;34.65;4484.28;C
01/11/2024;855-RF AUTOM;Transferência para conta [9266-5];IMP004.52;4001;DESPESA;0.02;4484.26;C
05/11/2024;855-RF AUTOM;Transferência para conta [9266-5];IMP004.52;4001;DESPESA;75.50;4408.76;C
29/11/2024;RENDIMENT O;RENDIMENTO MENSAL APLICAÇÃO;IMP004.50;4001;RECEITA;29.41;4438.17;C
02/12/2024;855-RF AUTOM;Transferência para conta [9266-5];IMP004.52;4001;DESPESA;0.03;4438.14;C
05/12/2024;855-RF AUTOM;Transferência para conta [9266-5];IMP004.52;4001;DESPESA;75.50;4362.64;C
31/12/2024;RENDIMENT O;RENDIMENTO MENSAL APLICAÇÃO;IMP004.50;4001;RECEITA;32.92;4395.56;C
